car_km_per_year,public_transport_km_per_year,flights_per_year,electricity_kwh_per_year,natural_gas_m3_per_year,renewable_energy_percentage,diet_type,meat_kg_per_year,waste_kg_per_year,recycling_rate,house_size_m2,num_people_household,carbon_footprint_kgCO2_per_year
15070,7355,1,5423,847,34,vegetarian,45,237,35,73,1,8000.13
822,6465,8,3258,2186,66,non_vegetarian,75,368,70,165,5,9637.23
17327,1497,9,5647,246,82,vegan,92,839,93,22,1,7392.994000000001
14289,2555,8,3073,229,9,vegetarian,20,300,16,171,4,7565.365000000001
6150,5409,5,1701,791,90,non_vegetarian,74,241,47,148,3,6645.414
4425,2951,2,2919,636,14,vegetarian,47,711,76,25,3,5001.372
16032,1238,0,3460,2421,10,vegan,61,749,23,38,2,11034.813999999998
2198,9165,3,5262,737,89,non_vegetarian,57,779,53,105,2,5609.294
3452,4727,2,5264,1088,23,vegan,17,710,94,134,4,5797.870000000001
9106,3965,0,5324,87,76,non_vegetarian,58,922,90,190,2,4564.29
13859,5686,2,1366,712,95,vegetarian,90,930,84,142,3,6497.09
17692,9242,3,1527,1749,3,non_vegetarian,47,938,0,155,4,11946.495
8705,3701,7,5886,1227,12,vegan,62,454,78,199,4,9234.473999999998
10112,2780,8,4718,1936,72,non_vegetarian,11,677,66,92,4,9405.244
19978,7398,2,4609,1405,56,vegetarian,86,946,5,66,1,11468.14
4841,1588,5,4935,600,97,vegan,33,428,77,104,2,3927.0170000000003
15358,2368,9,5619,1499,36,non_vegetarian,60,658,54,47,5,12400.904
1409,5789,4,3153,2586,47,non_vegetarian,86,948,37,65,3,10975.827000000001
4566,436,5,2908,213,70,vegetarian,52,993,32,151,2,4964.632
11382,2828,3,4012,2121,0,non_vegetarian,24,330,7,139,3,10616.22
17939,1556,9,5228,2108,59,vegan,61,407,89,155,2,11613.326
14596,7570,5,4022,697,11,non_vegetarian,3,757,78,135,5,8112.262000000001
804,7480,6,4483,1242,20,vegetarian,93,818,77,80,3,7906.152
13221,9496,8,3720,2059,10,non_vegetarian,93,245,19,36,5,13779.21
1279,182,9,2770,2861,43,vegan,12,251,54,53,3,9298.978
13192,7190,6,5113,2079,57,vegan,41,890,47,39,1,10825.654999999999
7083,6687,5,2777,1183,43,vegetarian,48,239,82,181,1,6883.831
11093,5565,0,5212,1000,77,vegetarian,77,762,55,62,3,6752.95
17771,7241,1,1797,236,97,non_vegetarian,55,120,96,29,3,6158.845
12880,7651,0,4215,1204,33,non_vegetarian,46,353,99,113,5,8026.929
15517,5575,8,4788,2605,24,non_vegetarian,7,163,87,177,4,12638.732
19063,1589,9,3976,1481,3,vegetarian,54,317,9,134,3,12280.655999999999
2106,9779,9,4737,1103,63,vegan,87,171,51,172,2,6863.117
16086,8851,8,2711,646,89,non_vegetarian,17,261,49,146,2,7799.4529999999995
4831,159,6,1752,2867,15,non_vegetarian,34,229,33,129,2,10146.923999999999
19152,6555,1,3469,472,9,vegan,88,680,35,126,1,8201.345
3186,9203,5,4969,111,65,non_vegetarian,80,324,60,124,5,5832.205
2573,8244,3,2392,1845,34,non_vegetarian,31,857,99,90,1,7008.586
12808,6846,0,3605,1654,82,non_vegetarian,23,679,15,194,2,8196.220000000001
2599,2307,0,1677,382,5,vegetarian,6,553,78,103,3,2495.7129999999997
4033,1228,4,1105,16,18,vegetarian,12,483,17,22,2,3236.652
8428,7226,1,4287,492,58,vegan,90,206,70,65,3,4778.41
1304,5590,3,5753,2973,52,non_vegetarian,68,720,46,183,5,11152.86
17685,6919,0,2946,1896,7,vegetarian,99,939,85,45,4,10634.87
18925,5585,3,2095,1509,77,vegetarian,89,202,31,157,3,9525.559
18435,9227,5,2782,116,9,non_vegetarian,41,240,42,181,1,8253.72
8633,6046,9,5541,1578,66,vegan,30,676,82,27,2,8757.893999999998
11372,4945,3,4257,879,37,vegan,73,233,39,74,2,7020.638999999999
8996,7927,0,2997,2162,28,non_vegetarian,25,298,64,110,2,8466.574
16458,7016,6,5869,1818,14,non_vegetarian,85,979,34,157,3,14760.122
5475,7758,1,2561,1572,86,non_vegetarian,75,609,68,133,5,7431.954
7184,5086,8,5006,2861,22,vegetarian,31,766,49,98,3,12487.128
12875,9456,2,2675,1648,81,non_vegetarian,90,178,11,120,1,9813.081
1622,7161,7,2122,643,45,non_vegetarian,96,993,75,105,2,7340.85
15988,1884,7,4981,1359,82,vegetarian,51,581,84,64,3,9063.918
8041,1809,2,2301,335,27,non_vegetarian,19,611,57,69,2,4694.429
16725,3167,3,1943,2969,25,vegan,39,349,82,83,1,11243.651000000002
18458,6352,1,5550,146,9,vegan,58,988,62,114,4,8065.442000000001
7992,9009,3,1945,121,46,vegan,76,698,72,21,4,4328.192000000001
15646,6056,8,1600,80,3,vegan,13,915,48,192,4,7294.639999999999
17029,2437,1,3700,2732,54,vegan,43,852,35,114,2,11321.69
4263,6468,2,5820,2709,65,non_vegetarian,85,699,53,81,3,10998.854
14060,9080,3,2417,2422,66,vegetarian,81,582,46,161,2,10930.094
15156,5951,4,2524,2110,6,non_vegetarian,47,935,31,93,5,12165.3
8646,5276,0,4766,503,54,non_vegetarian,92,271,98,119,3,6588.936000000001
11664,8859,6,1250,667,79,vegetarian,42,968,94,130,1,6412.544
2969,7818,9,2544,2496,30,vegetarian,15,116,52,123,4,9419.823999999999
3028,4728,6,1078,2915,73,non_vegetarian,34,834,31,34,3,10271.358
19065,2624,8,4123,1444,18,non_vegetarian,52,393,61,33,3,12202.516000000001
3629,5738,3,1897,1345,27,vegetarian,33,493,36,178,4,6158.540999999999
3067,4232,5,5876,2727,80,vegetarian,2,921,95,176,1,8226.49
5941,5793,1,1225,1189,27,non_vegetarian,67,597,37,46,2,7038.973
17770,4523,3,2209,1620,18,vegetarian,4,318,29,104,2,9136.244
19250,5571,1,5898,1980,86,non_vegetarian,9,333,57,28,3,9252.152
11555,9010,9,5837,1672,19,non_vegetarian,51,489,31,39,4,12703.823
13081,9298,4,3178,2508,12,vegan,28,347,65,98,5,10865.230000000001
6819,2224,6,3679,458,76,vegan,95,151,50,196,1,4981.379999999999
11046,8389,0,3885,1212,42,vegetarian,30,114,10,76,2,6768.980000000001
17717,6091,9,3806,463,10,non_vegetarian,65,423,58,163,1,10811.438000000002
2711,8662,9,1703,911,47,vegetarian,75,540,19,119,1,7298.415
4853,6361,6,3544,2426,14,vegan,90,211,36,94,1,9893.642
7715,1948,9,3370,1025,16,non_vegetarian,68,795,72,155,4,9592.48
8942,7094,5,4281,2411,53,vegetarian,36,971,48,86,4,10615.991
15507,6318,5,5710,71,49,vegan,26,106,18,38,4,6562.206
15826,3796,7,1328,1450,27,non_vegetarian,86,662,54,124,3,11359.856000000002
1762,234,7,5228,2685,82,vegan,32,925,39,183,4,9143.07
15850,9120,5,5930,1193,3,non_vegetarian,67,852,6,183,3,13388.634
12112,3607,2,1120,1848,21,non_vegetarian,58,344,4,30,2,9401.582
12652,8043,4,1964,2384,85,vegan,63,547,41,70,2,9768.964000000002
6122,522,1,5224,2022,38,vegan,84,464,87,145,2,7726.116000000001
481,5904,4,4675,2242,33,vegan,87,466,47,99,2,8355.889
14536,4888,8,3076,1011,96,non_vegetarian,43,797,6,73,2,9744.644
153,9821,9,1332,652,43,vegetarian,94,386,10,36,4,6349.59
7617,5832,0,4368,1298,41,non_vegetarian,87,703,72,189,5,8402.872000000001
1524,7122,9,2316,6,39,non_vegetarian,48,205,48,43,4,5117.160000000001
2120,5842,4,2196,904,96,vegan,52,112,29,164,5,3991.956
15048,1316,5,4170,2028,11,non_vegetarian,73,245,40,67,4,12472.650000000001
2343,1124,6,2429,2613,1,vegan,48,577,2,103,2,9730.183
5136,5621,8,1355,615,27,non_vegetarian,65,730,85,26,1,6984.925
1240,5423,5,5234,1873,73,non_vegetarian,94,814,39,161,5,9653.512
60,2587,4,2526,2620,85,vegetarian,62,752,50,30,1,8084.6
9130,9215,6,4897,2646,80,vegetarian,24,214,83,31,2,9957.934000000001
18023,5672,0,1028,769,89,non_vegetarian,3,608,31,129,5,6318.876
12312,1378,4,2013,2289,66,non_vegetarian,50,251,47,152,1,10040.964
13350,3374,1,3702,1566,70,non_vegetarian,10,156,70,152,4,7130.24
12418,1519,3,1827,1485,71,vegetarian,16,481,70,147,2,7020.205
1252,5777,6,5446,1440,83,vegetarian,65,256,19,167,4,6632.907999999999
8363,7935,4,3024,765,75,vegetarian,69,921,88,73,4,6107.786
9650,6093,5,1298,383,98,non_vegetarian,72,232,34,74,2,6483.246
19933,8418,1,2865,2438,80,vegan,68,262,23,98,5,10550.332
18706,5355,2,5016,2943,91,vegetarian,83,374,39,109,3,12151.822000000002
16314,4968,6,3111,687,9,non_vegetarian,28,794,76,116,3,8899.713000000002
4090,9083,1,1754,1149,85,non_vegetarian,84,176,51,146,2,6374.932
6960,5574,5,1769,46,56,vegetarian,72,936,38,49,3,5418.455999999999
3004,4072,4,4735,1972,96,vegan,91,143,67,43,1,6419.442
16713,2257,9,2238,2666,85,non_vegetarian,71,817,60,150,5,13710.54
3640,8588,0,5929,463,36,vegetarian,94,649,75,141,4,5541.7300000000005
1341,4424,9,3213,1872,76,vegetarian,19,417,80,119,4,7275.58
11855,3237,3,2906,122,90,vegan,26,633,64,195,2,4222.7339999999995
338,3893,1,2564,2181,63,non_vegetarian,7,684,61,90,4,6017.758
5895,2005,3,2218,1642,78,non_vegetarian,84,852,80,169,1,8131.95
12254,2016,0,5601,840,85,vegan,60,253,1,33,1,5426.521000000001
19092,9388,1,2357,1585,93,vegetarian,27,336,5,67,2,8729.355
11344,1772,7,4839,2896,39,non_vegetarian,86,992,74,48,4,14161.551
1750,8353,5,2460,2654,97,non_vegetarian,69,616,42,69,3,9868.653999999999
2421,3976,1,4985,1803,59,non_vegetarian,2,320,81,157,3,5724.365
7119,1751,5,2416,22,97,non_vegetarian,68,409,39,46,5,5126.6720000000005
5319,8967,9,3853,565,47,non_vegetarian,72,697,88,98,2,8007.746999999999
15896,7430,8,5856,1909,98,non_vegetarian,6,276,38,115,5,9897.276000000002
11918,7170,6,5928,2813,18,vegan,59,870,27,175,3,13760.36
13849,6469,8,2428,964,71,vegan,3,319,79,156,3,7510.092000000001
4873,9131,4,5378,2282,32,vegetarian,4,137,62,90,3,8971.378
4806,3220,6,5474,995,43,non_vegetarian,10,753,63,99,5,6943.7880000000005
8592,539,6,5293,1187,91,non_vegetarian,14,530,11,173,2,7084.595
12182,1461,2,4062,1794,36,non_vegetarian,63,846,40,100,1,10511.970000000001
19541,5184,6,4071,825,88,vegan,97,302,28,106,1,8476.852
16774,8547,0,1555,215,35,vegetarian,12,940,22,27,3,6199.285
12045,234,8,1355,656,80,vegetarian,6,905,84,21,2,6209.84
4430,1548,9,2563,2982,87,vegetarian,5,547,79,199,2,9618.260999999999
8820,7480,5,4500,1113,20,non_vegetarian,55,594,50,142,4,9433.6
4232,4213,4,2040,1987,1,non_vegetarian,63,783,44,140,4,9531.114000000001
11122,1673,6,3686,310,30,vegetarian,49,224,89,115,5,6424.0019999999995
15023,6708,4,5474,556,96,vegetarian,29,937,21,112,4,7285.394
8007,7982,9,5775,2304,29,non_vegetarian,21,164,9,22,5,11744.257
17905,2100,4,3553,2580,75,vegetarian,24,892,6,155,1,12123.389
9018,3748,9,2779,1556,43,non_vegetarian,27,883,72,21,3,9319.046999999999
1500,3173,6,5994,51,11,vegan,83,343,88,134,2,5250.267999999999
6737,1815,9,1075,1361,50,vegetarian,38,626,14,68,1,8160.947999999999
3294,3841,6,5326,1194,48,vegetarian,66,325,76,120,1,7155.01
18803,8016,2,4319,1648,23,vegetarian,4,564,45,167,5,10232.575
19426,7011,2,3349,2347,23,non_vegetarian,64,742,89,48,3,12594.030999999999
4497,4493,9,3773,671,59,vegetarian,14,806,84,164,5,5910.643
17850,674,2,3262,777,10,vegan,89,392,86,93,1,7704.984
19945,8088,5,4229,831,12,vegan,66,820,60,124,2,10112.96
614,8578,5,3116,2279,90,vegetarian,39,480,91,169,4,7119.76
9374,2158,2,1392,1860,71,vegetarian,97,724,60,25,5,8235.320000000002
19607,2661,2,2108,1529,73,non_vegetarian,68,855,50,81,1,10502.53
2667,2064,7,5362,2075,71,non_vegetarian,94,265,37,50,4,10152.6
13409,3253,7,1610,1972,63,non_vegetarian,76,802,11,138,4,12173.104000000001
16514,4979,6,3775,1074,19,vegetarian,42,868,87,31,1,9498.737
2983,7703,9,4998,1716,71,vegetarian,0,938,76,31,3,7793.676
12651,8931,3,1672,1283,72,vegetarian,21,317,65,163,1,7010.04
8230,1401,3,4677,590,70,vegan,61,970,53,44,2,5497.62
6640,3259,2,1030,2832,77,non_vegetarian,78,374,38,169,4,10296.784
11779,3923,4,2400,2667,27,non_vegetarian,25,151,75,110,2,10504.900000000001
15317,4214,2,5071,1986,1,non_vegetarian,17,473,38,107,5,11243.113
17304,3227,7,1616,2633,42,vegetarian,47,769,77,95,4,12059.656
7564,2745,6,5634,1001,7,vegan,8,462,29,37,3,8405.496000000001
15520,6091,2,3786,2231,12,non_vegetarian,0,666,47,64,1,10671.753999999999
13737,3866,8,1870,1046,84,vegan,8,113,82,130,5,7262.112000000001
9323,5818,4,5196,2176,91,vegan,22,880,30,99,2,8968.92
15229,2222,8,4604,2338,34,non_vegetarian,44,439,24,87,5,13140.771999999999
11713,2792,6,2412,1855,22,non_vegetarian,1,701,67,159,3,9076.274000000001
8502,9889,6,3739,500,45,non_vegetarian,13,638,50,196,1,6648.275000000001
19625,4063,5,1940,2233,14,vegetarian,37,188,12,180,5,11475.641999999998
545,1524,1,1340,478,1,vegan,39,140,99,37,2,2267.62
4346,8224,8,3908,1594,60,vegetarian,62,403,62,73,5,8362.652
9996,6198,5,5133,2539,75,non_vegetarian,81,367,41,131,1,11855.479000000001
15775,4025,7,1659,512,63,vegetarian,15,237,53,116,5,6840.167
13919,2566,0,3033,2514,51,non_vegetarian,92,105,66,46,2,11231.445000000002
3810,2803,4,2560,2332,35,non_vegetarian,74,341,79,97,1,9525.047999999999
7206,3709,0,4457,600,66,non_vegetarian,5,261,89,172,3,3771.018
9005,6155,9,2656,1440,68,vegetarian,2,791,55,181,3,8331.42
16371,719,7,3975,1123,66,vegetarian,13,908,18,107,4,9497.608
12316,6516,7,2049,188,46,non_vegetarian,65,617,45,73,5,7834.0599999999995
18416,4579,0,1453,988,82,non_vegetarian,95,997,14,106,2,10127.276
8436,972,8,2704,2937,1,non_vegetarian,94,882,31,24,5,14581.724
12984,3718,1,3784,1881,43,vegan,74,500,48,142,1,8740.74
271,7395,8,1818,387,63,non_vegetarian,85,883,20,183,4,7100.8
19895,4402,0,5868,2288,80,non_vegetarian,66,255,64,73,2,11309.140000000001
18155,4552,9,1012,1805,77,vegan,30,184,69,183,5,10099.652
10616,2207,8,4979,2033,27,non_vegetarian,32,811,26,58,2,12061.137
4361,4426,3,1920,1754,90,non_vegetarian,87,109,22,128,1,7949.536
7069,6919,8,5920,2464,53,vegetarian,0,237,46,151,4,10309.314
17304,8835,6,3418,2223,73,vegetarian,43,853,94,93,2,10982.604
3430,8386,5,2314,386,66,non_vegetarian,14,812,11,84,1,5199.504000000001
12676,8680,4,4677,1494,35,vegetarian,36,255,84,187,3,9036.665
10816,2204,8,3017,852,62,non_vegetarian,26,507,65,56,2,7572.039999999999
2050,5345,1,2228,2710,24,non_vegetarian,47,886,4,86,4,9993.898
11692,3276,1,5792,451,85,non_vegetarian,26,324,8,130,2,5327.144
1165,1102,8,3434,2324,47,non_vegetarian,11,679,19,178,2,9133.092
2033,5243,2,3868,1758,38,vegetarian,66,283,81,144,1,6871.616
145,6614,7,3515,212,46,vegetarian,29,294,62,106,5,4075.346
14269,9433,8,2438,40,93,non_vegetarian,95,653,85,66,5,8232.09
7832,8707,7,5164,1145,20,vegetarian,86,495,71,174,2,9526.74
14286,5223,3,4543,2341,29,non_vegetarian,65,762,97,198,4,11959.262999999999
2632,8584,0,4175,599,91,non_vegetarian,6,695,72,167,4,2853.755
4494,630,3,2781,2024,30,vegan,33,233,70,32,1,7005.669999999999
15152,9171,8,3263,2588,25,vegan,31,408,29,63,2,12577.399000000001
9155,6683,1,2969,2030,21,non_vegetarian,38,965,81,171,2,9003.935000000001
10426,277,2,1211,1782,20,non_vegetarian,95,909,90,144,5,9376.070000000002
10233,232,9,1507,1851,0,vegetarian,42,641,15,138,1,10311.43
1828,9744,7,1331,2498,36,non_vegetarian,42,108,84,150,3,9189.824
12260,5690,5,1550,1779,76,non_vegetarian,77,269,4,145,4,10274.332
9130,7659,7,1941,2837,84,non_vegetarian,2,389,28,157,4,10346.374
4805,25,6,1727,2381,45,vegetarian,45,267,46,68,2,8566.198999999999
806,7468,4,5975,1904,8,vegetarian,31,443,21,143,1,9139.546
8202,6410,8,3862,2938,16,non_vegetarian,42,596,77,97,3,12839.684000000001
1868,8652,3,4243,2091,46,non_vegetarian,99,244,56,149,4,9750.058
14561,3764,5,1648,143,84,vegan,80,512,82,122,1,5366.128
15512,6599,1,3737,332,94,non_vegetarian,2,839,34,124,3,5509.192000000001
14899,5102,1,3747,997,58,non_vegetarian,73,917,87,139,2,8451.348
16220,7006,1,2009,1419,53,vegetarian,62,687,59,50,5,8498.421
15934,3483,9,2550,54,85,non_vegetarian,39,834,69,87,4,7428.572000000001
5429,1994,6,1803,1330,11,non_vegetarian,17,788,59,56,4,7188.379
9076,8682,1,5080,2917,63,vegan,66,556,57,43,3,10059.844000000001
3564,1072,1,5309,1446,5,vegan,61,800,2,63,5,8170.775
1389,6707,8,5264,1440,52,non_vegetarian,9,401,33,102,1,7483.116
11593,215,6,4401,2844,15,vegan,51,145,44,60,2,11809.335
7274,7605,2,5241,2372,89,vegetarian,72,993,49,198,1,9250.879
17208,9915,2,5611,1733,4,non_vegetarian,45,116,1,61,3,12018.342
18649,9784,6,4161,1694,72,non_vegetarian,54,677,14,127,4,12195.536
17320,2606,4,5548,79,45,non_vegetarian,45,459,36,59,4,8021.768
10745,8350,9,5155,984,13,non_vegetarian,74,360,14,67,1,11582.205
14199,4781,5,1527,2605,43,vegetarian,59,222,59,132,2,10934.381
15876,3313,7,4298,864,62,vegetarian,96,330,95,103,3,8961.170000000002
18180,9968,8,2023,2764,93,vegan,99,736,84,23,2,12479.773000000001
8245,7763,0,4734,1587,51,vegan,25,211,63,127,3,6646.505999999999
7214,5939,2,1432,471,25,non_vegetarian,26,883,80,79,2,4738.63
726,2295,6,2176,2121,52,non_vegetarian,37,692,97,133,1,7560.558000000001
19120,5685,5,1400,1576,28,vegan,21,345,95,186,5,9158.699999999999
13832,1696,6,3104,1502,18,vegetarian,25,958,51,24,3,9810.296
11362,1946,7,4050,588,46,vegan,85,490,22,125,1,7536.160000000001
18297,2783,5,3233,1410,7,non_vegetarian,68,491,98,25,4,11225.571
10106,3644,2,3445,1905,22,vegan,34,427,36,33,4,8532.454
7657,5241,1,5700,563,34,vegetarian,65,314,40,145,2,6267.07
18850,6420,6,3835,466,94,non_vegetarian,98,963,56,159,4,10046.746
14551,7557,0,3513,598,52,vegetarian,72,846,96,81,5,6360.082
7906,2645,2,2773,1644,98,vegan,50,466,24,46,3,6436.668000000001
7287,6589,3,2096,991,95,non_vegetarian,17,181,36,73,2,5238.762
892,6353,0,1928,1932,57,vegetarian,42,905,39,109,3,6335.259999999999
10222,1932,4,2951,2784,4,non_vegetarian,11,921,84,31,3,10687.728
4675,1757,9,2973,2295,15,vegan,2,175,45,155,1,9310.425
1933,5085,2,2554,1604,16,vegetarian,81,626,59,93,4,6977.018
17764,5637,1,3778,66,31,vegetarian,6,831,97,163,3,5645.933999999999
11873,1116,2,5421,2620,95,non_vegetarian,96,602,18,199,5,11786.476999999999
17674,492,7,1994,2750,51,non_vegetarian,5,841,90,45,5,11584.31
18024,8811,5,1612,469,19,non_vegetarian,81,578,8,155,4,10030.377999999999
13239,7888,6,3593,2540,65,non_vegetarian,44,471,68,64,4,11710.271
10874,6474,5,1595,1724,83,non_vegetarian,85,364,4,103,2,10256.067000000001
17602,9738,5,1841,2710,81,vegan,38,363,88,166,2,11135.803
5016,4958,2,5439,2333,0,vegan,50,209,25,164,2,9688.75
13774,9797,7,1858,1631,57,vegetarian,8,406,18,122,4,9363.375999999998
9752,9467,6,1444,2359,92,vegan,98,299,29,143,3,9610.832
17338,2743,6,2788,2356,92,vegan,22,325,99,142,1,10052.92
15585,7866,5,5317,774,82,vegetarian,11,284,47,135,2,7206.266
7291,7160,4,4454,1136,43,vegetarian,87,130,15,176,1,7730.99
974,5451,9,4952,2011,5,vegetarian,61,713,70,33,5,10300.07
4133,5258,7,5687,2503,49,vegan,72,870,17,36,4,10984.265
14663,8548,4,2030,1486,71,non_vegetarian,76,198,55,32,5,9838.73
3972,7186,8,2295,131,87,non_vegetarian,39,438,20,112,2,5248.595
5295,6102,8,3063,929,19,vegetarian,53,910,30,82,3,8324.715
13913,9061,0,2447,928,13,vegetarian,80,896,0,52,2,8848.895
9105,9077,5,3045,2168,4,vegan,6,365,2,48,1,9998.710000000001
8228,9475,6,5619,1220,40,non_vegetarian,16,751,94,56,2,8258.158
9903,619,2,3850,1505,39,vegetarian,49,913,24,122,3,8606.284
3020,882,6,4824,633,33,non_vegetarian,23,897,7,193,3,7152.717999999999
8987,8988,6,3068,2944,79,vegan,1,449,64,43,4,10253.292
12880,3642,1,4761,2819,44,vegetarian,98,827,61,161,4,11882.734
5233,1296,6,3275,1062,70,vegan,91,643,6,152,3,6806.005999999999
9516,8436,0,2808,2613,79,vegetarian,82,556,6,144,3,9893.592
14559,2895,4,2311,2559,70,non_vegetarian,32,914,7,72,1,11915.236
16701,6593,8,5055,1184,26,vegan,20,187,18,107,2,10292.212000000001
2396,929,6,3451,288,77,non_vegetarian,73,162,16,117,4,5214.459
18546,5366,6,2089,2247,77,non_vegetarian,52,486,10,133,1,12403.055
19129,8711,1,2672,1811,43,non_vegetarian,45,890,48,114,2,10942.910000000002
1591,3212,7,4675,527,32,vegan,44,558,10,177,4,6013.860000000001
11303,2409,2,5532,916,32,vegetarian,8,685,40,139,1,7441.73
6183,8199,7,5924,1708,43,vegan,5,917,61,92,5,9171.624
1312,3423,2,5354,1406,19,vegetarian,50,735,51,175,5,7237.1900000000005
7314,6976,9,3003,1241,35,non_vegetarian,34,368,65,125,4,8669.415
18767,7594,6,5198,1110,6,vegetarian,81,993,67,45,1,11979.502
19623,5158,1,5864,798,31,non_vegetarian,52,896,91,37,2,9600.732
2139,3667,3,2124,1523,66,vegetarian,18,732,96,183,2,5063.933999999999
14688,5973,5,2221,11,38,non_vegetarian,68,445,74,155,1,7241.02
18088,6236,8,3860,832,92,vegan,24,823,66,165,5,8381.076000000001
6924,8277,4,3273,2888,23,vegan,10,759,39,77,1,10722.137
362,2468,8,3990,2690,85,non_vegetarian,73,177,4,179,5,10151.905999999999
18988,6217,4,3510,1241,69,vegan,16,464,84,112,5,8354.532000000001
13481,3619,9,1236,1672,87,non_vegetarian,35,113,21,68,2,9657.176
3738,1636,7,2144,2153,86,vegetarian,89,235,36,195,4,8507.699999999999
2469,8155,0,4253,690,53,vegan,94,403,10,90,3,4441.465
16106,3583,6,4782,527,37,non_vegetarian,95,496,43,84,1,10534.576000000001
16940,4009,3,1766,1495,73,non_vegetarian,20,891,85,52,5,8347.43
9017,3326,4,3681,2893,79,vegetarian,17,178,52,69,1,9525.497
2808,8148,5,3665,892,74,non_vegetarian,59,854,76,23,4,6441.378
16370,2217,4,2759,386,31,non_vegetarian,17,804,60,138,4,7146.585
14870,4967,0,4491,1249,44,non_vegetarian,0,517,66,103,3,7294.234
12713,2369,8,3815,2528,60,vegan,13,341,12,136,3,11090.394
7561,3638,1,4513,1777,69,vegetarian,7,150,91,183,5,6316.415
2719,9135,8,1495,407,87,non_vegetarian,65,843,10,121,3,7032.385
11700,5722,9,4180,1676,96,non_vegetarian,50,870,10,175,5,11071.1
3741,4444,1,4930,897,52,vegan,78,483,84,150,2,4757.904
9766,7618,8,3072,710,50,vegetarian,59,474,84,25,5,7455.112
3998,3947,5,1337,2686,75,vegetarian,33,829,6,192,3,9634.243
18787,1676,8,4949,1682,55,non_vegetarian,35,305,16,42,1,11724.885
16077,1196,5,4108,2862,26,vegetarian,61,925,47,154,3,13475.11
294,2787,5,2817,917,37,vegan,0,588,13,139,4,5090.313
10177,7432,1,1136,2250,61,vegan,84,480,62,80,3,8160.4400000000005
9882,9653,7,3555,416,17,non_vegetarian,41,980,63,119,2,8276.055
1136,7927,2,5415,415,63,vegetarian,0,410,96,84,5,2984.8450000000003
2064,3318,6,1915,1471,76,vegan,95,474,74,153,4,5985.332
7009,8858,4,4538,1535,29,non_vegetarian,83,731,76,43,5,10082.482
12987,6689,2,3100,84,48,non_vegetarian,53,691,64,56,5,6284.618
4543,2176,0,3907,166,40,vegan,46,141,33,64,3,2939.946
1007,3743,7,3914,2431,12,vegan,99,632,8,198,1,10303.902
5445,8792,2,2982,2515,33,non_vegetarian,38,621,76,119,4,9351.842
10706,4422,1,4870,1095,99,non_vegetarian,29,924,36,121,2,6674.098
14749,3824,0,5528,809,93,non_vegetarian,6,252,29,192,2,5436.535999999999
11718,9171,3,4567,1544,24,non_vegetarian,21,411,40,82,1,9386.49
9439,2451,7,1998,1816,65,non_vegetarian,49,393,44,48,1,9461.144
13281,628,2,3147,2520,99,non_vegetarian,44,697,46,120,3,10108.819000000001
1435,9821,0,5694,992,17,vegetarian,73,212,6,128,2,6469.263999999999
571,7778,3,1395,1281,4,vegan,71,800,13,115,4,6120.9
2382,3696,8,4598,274,18,vegan,90,211,47,172,1,5781.674
5084,3674,0,5510,1773,41,vegetarian,9,274,5,29,1,6961.990000000001
16661,3929,1,1938,2537,17,non_vegetarian,13,921,33,54,1,11118.646
13507,2765,8,2636,1756,31,vegetarian,45,401,79,74,4,10020.148
7059,4369,1,3724,2373,20,non_vegetarian,74,615,99,172,2,10124.92
18271,8307,2,3510,2576,9,vegan,5,833,45,192,4,12170.27
12771,4956,6,5636,891,36,vegan,20,320,58,115,4,8237.44
17649,692,2,2649,88,48,non_vegetarian,61,270,69,142,3,6726.8
7491,3162,8,4690,2533,85,vegan,96,417,7,31,1,10290.507999999998
14527,1105,5,4435,707,12,vegan,18,312,23,23,2,8105.681999999999
17424,3008,2,4201,2397,54,vegan,87,352,66,125,3,10580.653999999999
14859,2161,8,5179,386,16,non_vegetarian,81,223,3,109,3,10603.388
8073,8345,0,5366,2134,8,vegan,98,739,95,86,5,9363.92
9077,3699,9,3291,2354,87,non_vegetarian,61,312,0,164,1,11380.865
19136,3786,2,5483,1873,43,vegetarian,82,723,33,84,2,11804.093
11383,9256,0,1213,1177,77,non_vegetarian,52,184,8,101,2,6941.599
16378,4200,1,4237,439,45,vegetarian,23,615,62,124,2,6509.935
2353,1913,7,4862,2787,7,non_vegetarian,55,164,75,103,1,11709.88
4799,9408,6,1058,2311,36,non_vegetarian,61,417,9,124,2,10220.806
17070,5520,1,3930,976,18,non_vegetarian,33,445,9,134,4,9123.21
11939,1772,1,5938,734,62,non_vegetarian,21,731,49,47,4,6560.678
2428,2780,8,3971,2468,91,non_vegetarian,67,342,43,35,1,9899.187
11296,7423,5,2527,2540,45,non_vegetarian,56,997,47,40,2,12118.413000000002
7813,2871,4,1122,632,93,vegan,9,236,86,96,5,4117.492
14414,660,9,4719,992,70,non_vegetarian,65,346,5,61,5,10204.310000000001
11801,6242,5,2436,2458,25,vegetarian,7,540,87,73,5,9972.66
11745,1132,8,2162,172,45,vegetarian,96,144,23,51,4,6839.734
13025,699,6,4300,3,45,vegan,37,757,84,133,5,5746.266
3356,7470,9,4345,2901,74,vegan,61,979,94,57,2,10096.681999999999
14288,6297,9,3486,1663,13,vegetarian,27,787,57,133,2,11238.498000000001
